Date,Ore size,Fe2O3,Al2O3,S,CaO,C,Abrasion,K2Cr2O7,MgO,SiO2,Porosity,"('Temperature 1', 'mean')","('Temperature 1', 'std')","('Pressure 1', 'mean')","('Pressure 1', 'std')","('Temperature 2', 'mean')","('Temperature 2', 'std')","('Pressure 2', 'mean')","('Pressure 2', 'std')","('Temperature 3', 'mean')","('Temperature 3', 'std')","('Pressure 3', 'mean')","('Pressure 3', 'std')","('Temperature 4', 'mean')","('Temperature 4', 'std')","('Pressure 4', 'mean')","('Pressure 4', 'std')","('Temperature 5', 'mean')","('Temperature 5', 'std')","('Pressure 5', 'mean')","('Pressure 5', 'std')","('H2', 'mean')","('H2', 'std')","('CO', 'mean')","('CO', 'std')","('CH4', 'mean')","('CH4', 'std')","('Al2O3', 'mean')","('Al2O3', 'std')","('4SiO2', 'mean')","('4SiO2', 'std')","('C6H10O5', 'mean')","('C6H10O5', 'std')","('C12H22O11', 'mean')","('C12H22O11', 'std')","('CaCO3', 'mean')","('CaCO3', 'std')","('CaMgCO3', 'mean')","('CaMgCO3', 'std')","('3SiO2', 'mean')","('3SiO2', 'std')"
2015-01-01 09:00:00,28.77439353,0.670429355,0.018777515,0.032991282,0.006620393,0.002214294,0.455891961,0.004845308,0.002920653,0.088359762,0.223476452,996.8681177359259,0.7526422844985098,671.3512970892593,0.5068748452149618,997.6941252444444,0.7532659372386927,674.6553269807407,0.5093694117341806,996.7995403003703,0.7525905101230603,671.0769874285185,0.506667740463606,997.1955141688891,0.752889468514305,672.6608828740741,0.5078635941652747,997.159870027037,0.7528625609143521,672.5183061514814,0.5077559466499062,293.34528233074076,1.763496741384363,1257.6405317944443,7.560527202871921,144.719183505,0.8700048173609058,6.581182528701851,0.03956393589342097,6.740955757916667,0.04052444074345005,5.468913396518518,0.03287733444931471,6.090538027948148,0.0366143402255471,117.78552283833334,0.708088379859163,55.484483696148146,0.3335547292257091,19.559054503333332,0.11758269499148269
2015-01-01 09:30:00,32.73125144,0.67036748,0.022580499,0.034928521,0.015505664,0.00166713,0.008938233,0.003720503,0.003863002,0.15,0.183453354,996.9656526018518,0.74076155299752,671.4169829677778,0.49887364362626435,997.791740927037,0.7413753624993835,674.7213361307407,0.5013288319752122,996.8970684559258,0.7407105974312302,671.1426464677778,0.4986698073356746,997.2930810662963,0.7410048363632273,672.7266968844446,0.49984678391167,997.2574334377776,0.7409783534523081,672.5841062125926,0.4997408352877291,293.29037871944445,1.7270280968742389,1257.4051470370368,7.404177509701362,144.69209731537038,0.8520133490726083,6.579950769716667,0.03874576419611097,6.739694095174074,0.03968640607332495,5.4678898140240735,0.03219743990381875,6.089398099840741,0.03585716538491371,117.76347765537038,0.6934452998395747,55.47409901048148,0.3266569059657225,19.555393756814812,0.11515111610106571
2015-01-01 10:00:00,32.36207228,0.730156204,0.048187351,0.031083558,0.00920264,0.003197912,0.115126622,0.002928896,0.003243009,0.067879652,0.119659644,996.8429580803703,0.714481170152148,671.3343530559259,0.48117484449050857,997.6689447392592,0.7150732023214842,674.6382995577778,0.4835429281045578,996.7743823762962,0.7144320217367205,671.0600503174073,0.480978239438526,997.1703462492593,0.7147158212437773,672.6439057885186,0.48211345986892984,997.1347030074074,0.7146902789446703,672.5013326637037,0.4820112693784663,293.61923669907407,1.7073953307036285,1258.815038898148,7.320007203973631,144.85433636037038,0.842327705825329,6.587328677311111,0.03830530434266481,6.74725111832963,0.03923525306462686,5.4740208,0.03183142106441359,6.096225964994445,0.03544954297832651,117.89552242129629,0.6855622488762111,55.5363005057963,0.3229434871551462,19.57732065159259,0.11384208409537479
2015-01-01 10:30:00,34.50577758,0.683531843,0.034442787,0.046070678,0.003010939,0.004768287,0.264902181,0.003505995,0.004926575,0.097894326,0.143781691,996.6319029203704,0.724382332308956,671.192215742963,0.4878428866652593,997.457714698148,0.7249825674974205,674.495462721111,0.49024378667474416,996.5633417396298,0.7243325036348399,670.9179710811111,0.4876435560095417,996.9592217762963,0.7246202356144562,672.5014912118518,0.4887945081605898,996.9235860774074,0.724594338416589,672.3589482737037,0.4886909018967065,293.8394501574074,1.6504199572900555,1259.7591460203703,7.075740313576665,144.9629766348148,0.8142194322326346,6.592269152074074,0.03702706550471532,6.752311534392593,0.037925982066020575,5.478126297537036,0.030769214165393806,6.100798114348148,0.03426660021837281,117.98394367407407,0.6626852004500835,55.57795254787037,0.3121669402507854,19.592003577407407,0.11004320102283348
2015-01-01 11:00:00,21.20576639,0.639616928,0.041190665,0.020676382,0.002695551,0.004061341,0.210622045,0.002580207,0.004587334,0.098869879,0.126982729,996.4967299718519,0.7444492466260886,671.1011820992593,0.5013571645679931,997.3224297437038,0.745066110380184,674.4039810592592,0.5038245744543768,996.4281780803703,0.7443980507456578,670.8269746325926,0.5011523107196458,996.8240044318518,0.7446937463586013,672.4102799925926,0.5023351471937825,996.7883735637038,0.7446671304440369,672.2677563855556,0.502228671224469,293.9311387868518,1.7168382421304749,1260.1522368333333,7.360491195624941,145.00821037277777,0.8469862791767376,6.59432618057037,0.03851715544884219,6.754418501953704,0.03945224734712573,5.479835672814815,0.03200746775288547,6.102701785951853,0.03564560001958255,118.0207589698148,0.6893538151100804,55.59529489688889,0.3247295566252968,19.598116997296295,0.11447169857481815
2015-01-01 11:30:00,28.70576639,0.5,0.035339488,0.030177782,0.012968946,0.003350649,0.202745985,0.003613856,0.004142583,0.106027878,0.166666667,996.3364153192592,0.7592122886491746,670.9932165125925,0.5112994867659971,997.1619822433333,0.7598413729630153,674.2954841229629,0.5138158263088254,996.2678744492592,0.7591600606891676,670.7190531596295,0.5110905697523273,996.6636371322222,0.7594616379995647,672.3021037996297,0.5122968615386079,996.6280119892591,0.7594344860256454,672.1596031207407,0.5121882751208915,293.9508448014815,1.6440831488543604,1260.2367211759258,7.0485729194939175,145.0179321525926,0.8110932263646339,6.594768283744445,0.03688489961070508,6.754871338185185,0.037780364774287374,5.480203057237038,0.03065107537972312,6.10311092915926,0.03413503315874903,118.02867143222223,0.6601408118396582,55.599022170240744,0.31096837134088545,19.599430913185184,0.10962068879358423
2015-01-01 12:00:00,16.52771038,0.5,0.017690471,0.049621882,0.00681008,0.003342723,0.060857085,0.005,0.002842657,0.088032989,0.066666667,996.1325105733332,0.7366674067097043,670.8558947251852,0.49611640057813833,996.9579085488889,0.7372778123876385,674.1574865125926,0.4985580161764181,996.0639837370371,0.7366167298397861,670.5817874818518,0.4959136857350881,996.459665428148,0.736909348253867,672.1645141440741,0.4970841560470711,996.4240475737037,0.73688300623875,672.022042627037,0.49697879523167315,293.3503918653704,1.6098956166838665,1257.6624375722222,6.902002895271568,144.72170424703702,0.7942271230751612,6.581297160766667,0.03611790452513168,6.741073172942593,0.03699474913489538,5.469008654927777,0.03001370821218037,6.090644113894444,0.03342521958027413,117.78757444703703,0.646413655675246,55.48545013368519,0.30450200662876253,19.559395186055553,0.10734120501678256
2015-01-01 12:30:00,24.02771038,0.656866797,0.039436824,0.018428551,0.005801064,0.002656034,0.11325661,0.002,0.002831386,0.136472725,0.218955599,996.0671495537036,0.7259481072701311,670.8118766603704,0.488897375431868,996.8924933659259,0.7265496253835313,674.1132518144444,0.49130346338373915,995.9986272129629,0.7258981678493766,670.537787402963,0.488697610335854,996.3942829425926,0.7261865302401871,672.1204102144444,0.4898510485237486,996.3586674244444,0.7261605687571203,671.9779480448148,0.4897472224267731,292.52833398240745,1.5239634424239314,1254.1380812111113,6.533591356968986,144.31614958870372,0.7518332791990922,6.562854345072222,0.03419002172351458,6.72218261579074,0.03502006257262501,5.453682813201851,0.028411652040283557,6.073576258707408,0.03164106552290899,117.45749749222222,0.6119097225069159,55.32996286335185,0.2882484562534512,19.504583754222224,0.10161160181667243
2015-01-01 13:00:00,30.40600805,0.678821424,0.040616608,0.016913882,0.012899977,0.003497301,0.391216554,0.004367413,0.003440422,0.069453312,0.125583575,996.153957215926,0.7428635317832224,670.8703381925926,0.5002892448933515,996.9793729551851,0.7434790649084442,674.1720010625927,0.5027513980924927,996.0854289022222,0.7428124277880073,670.5962250466667,0.5000848257620679,996.4811191155555,0.7431075113342066,672.1789857851851,0.5012651398376194,996.4455004929629,0.743080943046352,672.0365111996297,0.5011588957458276,291.2128985935185,1.5088527151500855,1248.4984989037036,6.468808097680895,143.66719169907407,0.7443785408640581,6.53334263679074,0.03385101353140725,6.6919544434092595,0.03467282418210405,5.429158804625925,0.028129938772970653,6.046264726055556,0.031327331277214,116.92931703592593,0.6058423846018275,55.081156225648144,0.28539035375562133,19.41687594359259,0.10060408080839635
2015-01-01 13:30:00,33.39551834,0.5,0.031535295,0.036084244,0.02,0.002885037,0.287555663,0.004321235,0.003638309,0.106661046,0.139490163,996.3123299040742,0.7585949000262786,670.9769959411111,0.510883699148662,997.1378768692593,0.7592234649285687,674.2791837225926,0.5133979927491814,996.2437906914814,0.7585427077127739,670.7028392151852,0.510674951558235,996.639543814074,0.7588440436021338,672.2858515885185,0.5118802602218855,996.6039195303705,0.7588169140537775,672.1433543514814,0.5117717658272143,289.80245778999995,1.5074631018731661,1242.4516059518517,6.462850494250224,142.97136376666666,0.7436929882486274,6.501699488146296,0.03381983764631082,6.659543085092592,0.034640891435911994,5.402863585064814,0.028104031847323532,6.01698065752963,0.03129847963952574,116.36298951166665,0.6052844200947606,54.81437988901852,0.285127516814952,19.322833563462964,0.10051142712674341
